module,name,constructor,dimention,description
,Xpc-4d,"Chi('path_cluster', 4, 'd', False)",2D,4-ordered Chi path-cluster weighted by sigma electrons
,Xpc-5d,"Chi('path_cluster', 5, 'd', False)",2D,5-ordered Chi path-cluster weighted by sigma electrons
,Xpc-6d,"Chi('path_cluster', 6, 'd', False)",2D,6-ordered Chi path-cluster weighted by sigma electrons
,Xpc-4dv,"Chi('path_cluster', 4, 'dv', False)",2D,4-ordered Chi path-cluster weighted by valence electrons
,Xpc-5dv,"Chi('path_cluster', 5, 'dv', False)",2D,5-ordered Chi path-cluster weighted by valence electrons
,Xpc-6dv,"Chi('path_cluster', 6, 'dv', False)",2D,6-ordered Chi path-cluster weighted by valence electrons
,Xp-0d,"Chi('path', 0, 'd', False)",2D,0-ordered Chi path weighted by sigma electrons
,Xp-1d,"Chi('path', 1, 'd', False)",2D,1-ordered Chi path weighted by sigma electrons
,Xp-2d,"Chi('path', 2, 'd', False)",2D,2-ordered Chi path weighted by sigma electrons
,Xp-3d,"Chi('path', 3, 'd', False)",2D,3-ordered Chi path weighted by sigma electrons
,Xp-4d,"Chi('path', 4, 'd', False)",2D,4-ordered Chi path weighted by sigma electrons
,Xp-5d,"Chi('path', 5, 'd', False)",2D,5-ordered Chi path weighted by sigma electrons
,Xp-6d,"Chi('path', 6, 'd', False)",2D,6-ordered Chi path weighted by sigma electrons
,Xp-7d,"Chi('path', 7, 'd', False)",2D,7-ordered Chi path weighted by sigma electrons
,AXp-0d,"Chi('path', 0, 'd', True)",2D,0-ordered averaged Chi path weighted by sigma electrons
,AXp-1d,"Chi('path', 1, 'd', True)",2D,1-ordered averaged Chi path weighted by sigma electrons
,AXp-2d,"Chi('path', 2, 'd', True)",2D,2-ordered averaged Chi path weighted by sigma electrons
,AXp-3d,"Chi('path', 3, 'd', True)",2D,3-ordered averaged Chi path weighted by sigma electrons
,AXp-4d,"Chi('path', 4, 'd', True)",2D,4-ordered averaged Chi path weighted by sigma electrons
,AXp-5d,"Chi('path', 5, 'd', True)",2D,5-ordered averaged Chi path weighted by sigma electrons
,AXp-6d,"Chi('path', 6, 'd', True)",2D,6-ordered averaged Chi path weighted by sigma electrons
,AXp-7d,"Chi('path', 7, 'd', True)",2D,7-ordered averaged Chi path weighted by sigma electrons
,Xp-0dv,"Chi('path', 0, 'dv', False)",2D,0-ordered Chi path weighted by valence electrons
,Xp-1dv,"Chi('path', 1, 'dv', False)",2D,1-ordered Chi path weighted by valence electrons
,Xp-2dv,"Chi('path', 2, 'dv', False)",2D,2-ordered Chi path weighted by valence electrons
,Xp-3dv,"Chi('path', 3, 'dv', False)",2D,3-ordered Chi path weighted by valence electrons
,Xp-4dv,"Chi('path', 4, 'dv', False)",2D,4-ordered Chi path weighted by valence electrons
,Xp-5dv,"Chi('path', 5, 'dv', False)",2D,5-ordered Chi path weighted by valence electrons
,Xp-6dv,"Chi('path', 6, 'dv', False)",2D,6-ordered Chi path weighted by valence electrons
,Xp-7dv,"Chi('path', 7, 'dv', False)",2D,7-ordered Chi path weighted by valence electrons
,AXp-0dv,"Chi('path', 0, 'dv', True)",2D,0-ordered averaged Chi path weighted by valence electrons
,AXp-1dv,"Chi('path', 1, 'dv', True)",2D,1-ordered averaged Chi path weighted by valence electrons
,AXp-2dv,"Chi('path', 2, 'dv', True)",2D,2-ordered averaged Chi path weighted by valence electrons
,AXp-3dv,"Chi('path', 3, 'dv', True)",2D,3-ordered averaged Chi path weighted by valence electrons
,AXp-4dv,"Chi('path', 4, 'dv', True)",2D,4-ordered averaged Chi path weighted by valence electrons
,AXp-5dv,"Chi('path', 5, 'dv', True)",2D,5-ordered averaged Chi path weighted by valence electrons
,AXp-6dv,"Chi('path', 6, 'dv', True)",2D,6-ordered averaged Chi path weighted by valence electrons
,AXp-7dv,"Chi('path', 7, 'dv', True)",2D,7-ordered averaged Chi path weighted by valence electrons
Constitutional,SZ,ConstitutionalSum('Z'),2D,sum of constitutional weighted by atomic number
,Sm,ConstitutionalSum('m'),2D,sum of constitutional weighted by mass
,Sv,ConstitutionalSum('v'),2D,sum of constitutional weighted by vdw volume
,Sse,ConstitutionalSum('se'),2D,sum of constitutional weighted by sanderson EN
,Spe,ConstitutionalSum('pe'),2D,sum of constitutional weighted by pauling EN
,Sare,ConstitutionalSum('are'),2D,sum of constitutional weighted by allred-rocow EN
,Sp,ConstitutionalSum('p'),2D,sum of constitutional weighted by polarizability
,Si,ConstitutionalSum('i'),2D,sum of constitutional weighted by ionization potential
,MZ,ConstitutionalMean('Z'),2D,mean of constitutional weighted by atomic number
,Mm,ConstitutionalMean('m'),2D,mean of constitutional weighted by mass
,Mv,ConstitutionalMean('v'),2D,mean of constitutional weighted by vdw volume
,Mse,ConstitutionalMean('se'),2D,mean of constitutional weighted by sanderson EN
,Mpe,ConstitutionalMean('pe'),2D,mean of constitutional weighted by pauling EN
,Mare,ConstitutionalMean('are'),2D,mean of constitutional weighted by allred-rocow EN
,Mp,ConstitutionalMean('p'),2D,mean of constitutional weighted by polarizability
,Mi,ConstitutionalMean('i'),2D,mean of constitutional weighted by ionization potential
CPSA,PNSA1,PNSA(1),3D,partial negative surface area (version 1)
,PNSA2,PNSA(2),3D,partial negative surface area (version 2)
,PNSA3,PNSA(3),3D,partial negative surface area (version 3)
,PNSA4,PNSA(4),3D,partial negative surface area (version 4)
,PNSA5,PNSA(5),3D,partial negative surface area (version 5)
,PPSA1,PPSA(1),3D,partial positive surface area (version 1)
,PPSA2,PPSA(2),3D,partial positive surface area (version 2)
,PPSA3,PPSA(3),3D,partial positive surface area (version 3)
,PPSA4,PPSA(4),3D,partial positive surface area (version 4)
,PPSA5,PPSA(5),3D,partial positive surface area (version 5)
,DPSA1,DPSA(1),3D,difference in charged partial surface area (version 1)
,DPSA2,DPSA(2),3D,difference in charged partial surface area (version 2)
,DPSA3,DPSA(3),3D,difference in charged partial surface area (version 3)
,DPSA4,DPSA(4),3D,difference in charged partial surface area (version 4)
,DPSA5,DPSA(5),3D,difference in charged partial surface area (version 5)
,FNSA1,FNSA(1),3D,fractional charged partial negative surface area (version 1)
,FNSA2,FNSA(2),3D,fractional charged partial negative surface area (version 2)
,FNSA3,FNSA(3),3D,fractional charged partial negative surface area (version 3)
,FNSA4,FNSA(4),3D,fractional charged partial negative surface area (version 4)
,FNSA5,FNSA(5),3D,fractional charged partial negative surface area (version 5)
,FPSA1,FPSA(1),3D,fractional charged partial positive surface area (version 1)
,FPSA2,FPSA(2),3D,fractional charged partial positive surface area (version 2)
,FPSA3,FPSA(3),3D,fractional charged partial positive surface area (version 3)
,FPSA4,FPSA(4),3D,fractional charged partial positive surface area (version 4)
,FPSA5,FPSA(5),3D,fractional charged partial positive surface area (version 5)
,WNSA1,WNSA(1),3D,surface weighted charged partial negative surface area (version 1)
,WNSA2,WNSA(2),3D,surface weighted charged partial negative surface area (version 2)
,WNSA3,WNSA(3),3D,surface weighted charged partial negative surface area (version 3)
,WNSA4,WNSA(4),3D,surface weighted charged partial negative surface area (version 4)
,WNSA5,WNSA(5),3D,surface weighted charged partial negative surface area (version 5)
,WPSA1,WPSA(1),3D,surface weighted charged partial positive surface area (version 1)
,WPSA2,WPSA(2),3D,surface weighted charged partial positive surface area (version 2)
,WPSA3,WPSA(3),3D,surface weighted charged partial positive surface area (version 3)
,WPSA4,WPSA(4),3D,surface weighted charged partial positive surface area (version 4)
,WPSA5,WPSA(5),3D,surface weighted charged partial positive surface area (version 5)
,RNCG,RNCG(),2D,relative negative charge
,RPCG,RPCG(),2D,relative positive charge
,RNCS,RNCS(),3D,relative negative charge surface area
,RPCS,RPCS(),3D,relative positive charge surface area
,TASA,TASA(),3D,total hydrophobic surface area
,TPSA,TPSA(),3D,total polar surface area
,RASA,RASA(),3D,relative hydrophobic surface area
,RPSA,RPSA(),3D,relative polar surface area
DetourMatrix,SpAbs_Dt,DetourMatrix('SpAbs'),2D,graph energy from detourn matrix
,SpMax_Dt,DetourMatrix('SpMax'),2D,leading eigenvalue from detourn matrix
,SpDiam_Dt,DetourMatrix('SpDiam'),2D,spectral diamiter from detourn matrix
,SpAD_Dt,DetourMatrix('SpAD'),2D,spectral absolute diviation from detourn matrix
,SpMAD_Dt,DetourMatrix('SpMAD'),2D,spectral mean absolute diviation from detourn matrix
,LogEE_Dt,DetourMatrix('LogEE'),2D,Estrada-like index from detourn matrix
,SM1_Dt,DetourMatrix('SM1'),2D,spectral moment from detourn matrix
,VE1_Dt,DetourMatrix('VE1'),2D,coefficient sum of the last eigenvector from detourn matrix
,VE2_Dt,DetourMatrix('VE2'),2D,average coefficient of the last eigenvector from detourn matrix
,VE3_Dt,DetourMatrix('VE3'),2D,logarithmic coefficient sum of the last eigenvector from detourn matrix
,VR1_Dt,DetourMatrix('VR1'),2D,Randic-like eigenvector-based index from detourn matrix
,VR2_Dt,DetourMatrix('VR2'),2D,normalized Randic-like eigenvector-based index from detourn matrix
,VR3_Dt,DetourMatrix('VR3'),2D,logarithmic Randic-like eigenvector-based index from detourn matrix
,DetourIndex,DetourIndex(),2D,detour index
DistanceMatrix,SpAbs_D,DistanceMatrix('SpAbs'),2D,graph energy from distance matrix
,SpMax_D,DistanceMatrix('SpMax'),2D,leading eigenvalue from distance matrix
,SpDiam_D,DistanceMatrix('SpDiam'),2D,spectral diamiter from distance matrix
,SpAD_D,DistanceMatrix('SpAD'),2D,spectral absolute diviation from distance matrix
,SpMAD_D,DistanceMatrix('SpMAD'),2D,spectral mean absolute diviation from distance matrix
,LogEE_D,DistanceMatrix('LogEE'),2D,Estrada-like index from distance matrix
,SM1_D,DistanceMatrix('SM1'),2D,spectral moment from distance matrix
,VE1_D,DistanceMatrix('VE1'),2D,coefficient sum of the last eigenvector from distance matrix
,VE2_D,DistanceMatrix('VE2'),2D,average coefficient of the last eigenvector from distance matrix
,VE3_D,DistanceMatrix('VE3'),2D,logarithmic coefficient sum of the last eigenvector from distance matrix
,VR1_D,DistanceMatrix('VR1'),2D,Randic-like eigenvector-based index from distance matrix
,VR2_D,DistanceMatrix('VR2'),2D,normalized Randic-like eigenvector-based index from distance matrix
,VR3_D,DistanceMatrix('VR3'),2D,logarithmic Randic-like eigenvector-based index from distance matrix
EccentricConnectivityIndex,ECIndex,EccentricConnectivityIndex(),2D,eccentric connectivity index
EState,NsLi,"AtomTypeEState('count', 'sLi')",2D,number of sLi
,NssBe,"AtomTypeEState('count', 'ssBe')",2D,number of ssBe
,NssssBe,"AtomTypeEState('count', 'ssssBe')",2D,number of ssssBe
,NssBH,"AtomTypeEState('count', 'ssBH')",2D,number of ssBH
,NsssB,"AtomTypeEState('count', 'sssB')",2D,number of sssB
,NssssB,"AtomTypeEState('count', 'ssssB')",2D,number of ssssB
,NsCH3,"AtomTypeEState('count', 'sCH3')",2D,number of sCH3
,NdCH2,"AtomTypeEState('count', 'dCH2')",2D,number of dCH2
,NssCH2,"AtomTypeEState('count', 'ssCH2')",2D,number of ssCH2
,NtCH,"AtomTypeEState('count', 'tCH')",2D,number of tCH
,NdsCH,"AtomTypeEState('count', 'dsCH')",2D,number of dsCH
,NaaCH,"AtomTypeEState('count', 'aaCH')",2D,number of aaCH
,NsssCH,"AtomTypeEState('count', 'sssCH')",2D,number of sssCH
,NddC,"AtomTypeEState('count', 'ddC')",2D,number of ddC
,NtsC,"AtomTypeEState('count', 'tsC')",2D,number of tsC
,NdssC,"AtomTypeEState('count', 'dssC')",2D,number of dssC
,NaasC,"AtomTypeEState('count', 'aasC')",2D,number of aasC
,NaaaC,"AtomTypeEState('count', 'aaaC')",2D,number of aaaC
,NssssC,"AtomTypeEState('count', 'ssssC')",2D,number of ssssC
,NsNH3,"AtomTypeEState('count', 'sNH3')",2D,number of sNH3
,NsNH2,"AtomTypeEState('count', 'sNH2')",2D,number of sNH2
,NssNH2,"AtomTypeEState('count', 'ssNH2')",2D,number of ssNH2
,NdNH,"AtomTypeEState('count', 'dNH')",2D,number of dNH
,NssNH,"AtomTypeEState('count', 'ssNH')",2D,number of ssNH
,NaaNH,"AtomTypeEState('count', 'aaNH')",2D,number of aaNH
,NtN,"AtomTypeEState('count', 'tN')",2D,number of tN
,NsssNH,"AtomTypeEState('count', 'sssNH')",2D,number of sssNH
,NdsN,"AtomTypeEState('count', 'dsN')",2D,number of dsN
,NaaN,"AtomTypeEState('count', 'aaN')",2D,number of aaN
,NsssN,"AtomTypeEState('count', 'sssN')",2D,number of sssN
,NddsN,"AtomTypeEState('count', 'ddsN')",2D,number of ddsN
,NaasN,"AtomTypeEState('count', 'aasN')",2D,number of aasN
,NssssN,"AtomTypeEState('count', 'ssssN')",2D,number of ssssN
,NsOH,"AtomTypeEState('count', 'sOH')",2D,number of sOH
,NdO,"AtomTypeEState('count', 'dO')",2D,number of dO
,NssO,"AtomTypeEState('count', 'ssO')",2D,number of ssO
,NaaO,"AtomTypeEState('count', 'aaO')",2D,number of aaO
,NsF,"AtomTypeEState('count', 'sF')",2D,number of sF
,NsSiH3,"AtomTypeEState('count', 'sSiH3')",2D,number of sSiH3
,NssSiH2,"AtomTypeEState('count', 'ssSiH2')",2D,number of ssSiH2
,NsssSiH,"AtomTypeEState('count', 'sssSiH')",2D,number of sssSiH
,NssssSi,"AtomTypeEState('count', 'ssssSi')",2D,number of ssssSi
,NsPH2,"AtomTypeEState('count', 'sPH2')",2D,number of sPH2
,NssPH,"AtomTypeEState('count', 'ssPH')",2D,number of ssPH
,NsssP,"AtomTypeEState('count', 'sssP')",2D,number of sssP
,NdsssP,"AtomTypeEState('count', 'dsssP')",2D,number of dsssP
,NsssssP,"AtomTypeEState('count', 'sssssP')",2D,number of sssssP
,NsSH,"AtomTypeEState('count', 'sSH')",2D,number of sSH
,NdS,"AtomTypeEState('count', 'dS')",2D,number of dS
,NssS,"AtomTypeEState('count', 'ssS')",2D,number of ssS
,NaaS,"AtomTypeEState('count', 'aaS')",2D,number of aaS
,NdssS,"AtomTypeEState('count', 'dssS')",2D,number of dssS
,NddssS,"AtomTypeEState('count', 'ddssS')",2D,number of ddssS
,NsCl,"AtomTypeEState('count', 'sCl')",2D,number of sCl
,NsGeH3,"AtomTypeEState('count', 'sGeH3')",2D,number of sGeH3
,NssGeH2,"AtomTypeEState('count', 'ssGeH2')",2D,number of ssGeH2
,NsssGeH,"AtomTypeEState('count', 'sssGeH')",2D,number of sssGeH
,NssssGe,"AtomTypeEState('count', 'ssssGe')",2D,number of ssssGe
,NsAsH2,"AtomTypeEState('count', 'sAsH2')",2D,number of sAsH2
,NssAsH,"AtomTypeEState('count', 'ssAsH')",2D,number of ssAsH
,NsssAs,"AtomTypeEState('count', 'sssAs')",2D,number of sssAs
,NsssdAs,"AtomTypeEState('count', 'sssdAs')",2D,number of sssdAs
,NsssssAs,"AtomTypeEState('count', 'sssssAs')",2D,number of sssssAs
,NsSeH,"AtomTypeEState('count', 'sSeH')",2D,number of sSeH
,NdSe,"AtomTypeEState('count', 'dSe')",2D,number of dSe
,NssSe,"AtomTypeEState('count', 'ssSe')",2D,number of ssSe
,NaaSe,"AtomTypeEState('count', 'aaSe')",2D,number of aaSe
,NdssSe,"AtomTypeEState('count', 'dssSe')",2D,number of dssSe
,NddssSe,"AtomTypeEState('count', 'ddssSe')",2D,number of ddssSe
,NsBr,"AtomTypeEState('count', 'sBr')",2D,number of sBr
,NsSnH3,"AtomTypeEState('count', 'sSnH3')",2D,number of sSnH3
,NssSnH2,"AtomTypeEState('count', 'ssSnH2')",2D,number of ssSnH2
,NsssSnH,"AtomTypeEState('count', 'sssSnH')",2D,number of sssSnH
,NssssSn,"AtomTypeEState('count', 'ssssSn')",2D,number of ssssSn
,NsI,"AtomTypeEState('count', 'sI')",2D,number of sI
,NsPbH3,"AtomTypeEState('count', 'sPbH3')",2D,number of sPbH3
,NssPbH2,"AtomTypeEState('count', 'ssPbH2')",2D,number of ssPbH2
,NsssPbH,"AtomTypeEState('count', 'sssPbH')",2D,number of sssPbH
,NssssPb,"AtomTypeEState('count', 'ssssPb')",2D,number of ssssPb
,SsLi,"AtomTypeEState('sum', 'sLi')",2D,sum of sLi
,SssBe,"AtomTypeEState('sum', 'ssBe')",2D,sum of ssBe
,SssssBe,"AtomTypeEState('sum', 'ssssBe')",2D,sum of ssssBe
,SssBH,"AtomTypeEState('sum', 'ssBH')",2D,sum of ssBH
,SsssB,"AtomTypeEState('sum', 'sssB')",2D,sum of sssB
,SssssB,"AtomTypeEState('sum', 'ssssB')",2D,sum of ssssB
,SsCH3,"AtomTypeEState('sum', 'sCH3')",2D,sum of sCH3
,SdCH2,"AtomTypeEState('sum', 'dCH2')",2D,sum of dCH2
,SssCH2,"AtomTypeEState('sum', 'ssCH2')",2D,sum of ssCH2
,StCH,"AtomTypeEState('sum', 'tCH')",2D,sum of tCH
,SdsCH,"AtomTypeEState('sum', 'dsCH')",2D,sum of dsCH
,SaaCH,"AtomTypeEState('sum', 'aaCH')",2D,sum of aaCH
,SsssCH,"AtomTypeEState('sum', 'sssCH')",2D,sum of sssCH
,SddC,"AtomTypeEState('sum', 'ddC')",2D,sum of ddC
,StsC,"AtomTypeEState('sum', 'tsC')",2D,sum of tsC
,SdssC,"AtomTypeEState('sum', 'dssC')",2D,sum of dssC
,SaasC,"AtomTypeEState('sum', 'aasC')",2D,sum of aasC
,SaaaC,"AtomTypeEState('sum', 'aaaC')",2D,sum of aaaC
,SssssC,"AtomTypeEState('sum', 'ssssC')",2D,sum of ssssC
,SsNH3,"AtomTypeEState('sum', 'sNH3')",2D,sum of sNH3
,SsNH2,"AtomTypeEState('sum', 'sNH2')",2D,sum of sNH2
,SssNH2,"AtomTypeEState('sum', 'ssNH2')",2D,sum of ssNH2
,SdNH,"AtomTypeEState('sum', 'dNH')",2D,sum of dNH
,SssNH,"AtomTypeEState('sum', 'ssNH')",2D,sum of ssNH
,SaaNH,"AtomTypeEState('sum', 'aaNH')",2D,sum of aaNH
,StN,"AtomTypeEState('sum', 'tN')",2D,sum of tN
,SsssNH,"AtomTypeEState('sum', 'sssNH')",2D,sum of sssNH
,SdsN,"AtomTypeEState('sum', 'dsN')",2D,sum of dsN
,SaaN,"AtomTypeEState('sum', 'aaN')",2D,sum of aaN
,SsssN,"AtomTypeEState('sum', 'sssN')",2D,sum of sssN
,SddsN,"AtomTypeEState('sum', 'ddsN')",2D,sum of ddsN
,SaasN,"AtomTypeEState('sum', 'aasN')",2D,sum of aasN
,SssssN,"AtomTypeEState('sum', 'ssssN')",2D,sum of ssssN
,SsOH,"AtomTypeEState('sum', 'sOH')",2D,sum of sOH
,SdO,"AtomTypeEState('sum', 'dO')",2D,sum of dO
,SssO,"AtomTypeEState('sum', 'ssO')",2D,sum of ssO
,SaaO,"AtomTypeEState('sum', 'aaO')",2D,sum of aaO
,SsF,"AtomTypeEState('sum', 'sF')",2D,sum of sF
,SsSiH3,"AtomTypeEState('sum', 'sSiH3')",2D,sum of sSiH3
,SssSiH2,"AtomTypeEState('sum', 'ssSiH2')",2D,sum of ssSiH2
,SsssSiH,"AtomTypeEState('sum', 'sssSiH')",2D,sum of sssSiH
,SssssSi,"AtomTypeEState('sum', 'ssssSi')",2D,sum of ssssSi
,SsPH2,"AtomTypeEState('sum', 'sPH2')",2D,sum of sPH2
,SssPH,"AtomTypeEState('sum', 'ssPH')",2D,sum of ssPH
,SsssP,"AtomTypeEState('sum', 'sssP')",2D,sum of sssP
,SdsssP,"AtomTypeEState('sum', 'dsssP')",2D,sum of dsssP
,SsssssP,"AtomTypeEState('sum', 'sssssP')",2D,sum of sssssP
,SsSH,"AtomTypeEState('sum', 'sSH')",2D,sum of sSH
,SdS,"AtomTypeEState('sum', 'dS')",2D,sum of dS
,SssS,"AtomTypeEState('sum', 'ssS')",2D,sum of ssS
,SaaS,"AtomTypeEState('sum', 'aaS')",2D,sum of aaS
,SdssS,"AtomTypeEState('sum', 'dssS')",2D,sum of dssS
,SddssS,"AtomTypeEState('sum', 'ddssS')",2D,sum of ddssS
,SsCl,"AtomTypeEState('sum', 'sCl')",2D,sum of sCl
,SsGeH3,"AtomTypeEState('sum', 'sGeH3')",2D,sum of sGeH3
,SssGeH2,"AtomTypeEState('sum', 'ssGeH2')",2D,sum of ssGeH2
,SsssGeH,"AtomTypeEState('sum', 'sssGeH')",2D,sum of sssGeH
,SssssGe,"AtomTypeEState('sum', 'ssssGe')",2D,sum of ssssGe
,SsAsH2,"AtomTypeEState('sum', 'sAsH2')",2D,sum of sAsH2
,SssAsH,"AtomTypeEState('sum', 'ssAsH')",2D,sum of ssAsH
,SsssAs,"AtomTypeEState('sum', 'sssAs')",2D,sum of sssAs
,SsssdAs,"AtomTypeEState('sum', 'sssdAs')",2D,sum of sssdAs
,SsssssAs,"AtomTypeEState('sum', 'sssssAs')",2D,sum of sssssAs
,SsSeH,"AtomTypeEState('sum', 'sSeH')",2D,sum of sSeH
,SdSe,"AtomTypeEState('sum', 'dSe')",2D,sum of dSe
,SssSe,"AtomTypeEState('sum', 'ssSe')",2D,sum of ssSe
,SaaSe,"AtomTypeEState('sum', 'aaSe')",2D,sum of aaSe
,SdssSe,"AtomTypeEState('sum', 'dssSe')",2D,sum of dssSe
,SddssSe,"AtomTypeEState('sum', 'ddssSe')",2D,sum of ddssSe
,SsBr,"AtomTypeEState('sum', 'sBr')",2D,sum of sBr
,SsSnH3,"AtomTypeEState('sum', 'sSnH3')",2D,sum of sSnH3
,SssSnH2,"AtomTypeEState('sum', 'ssSnH2')",2D,sum of ssSnH2
,SsssSnH,"AtomTypeEState('sum', 'sssSnH')",2D,sum of sssSnH
,SssssSn,"AtomTypeEState('sum', 'ssssSn')",2D,sum of ssssSn
,SsI,"AtomTypeEState('sum', 'sI')",2D,sum of sI
,SsPbH3,"AtomTypeEState('sum', 'sPbH3')",2D,sum of sPbH3
,SssPbH2,"AtomTypeEState('sum', 'ssPbH2')",2D,sum of ssPbH2
,SsssPbH,"AtomTypeEState('sum', 'sssPbH')",2D,sum of sssPbH
,SssssPb,"AtomTypeEState('sum', 'ssssPb')",2D,sum of ssssPb
,MAXsLi,"AtomTypeEState('max', 'sLi')",2D,max of sLi
,MAXssBe,"AtomTypeEState('max', 'ssBe')",2D,max of ssBe
,MAXssssBe,"AtomTypeEState('max', 'ssssBe')",2D,max of ssssBe
,MAXssBH,"AtomTypeEState('max', 'ssBH')",2D,max of ssBH
,MAXsssB,"AtomTypeEState('max', 'sssB')",2D,max of sssB
,MAXssssB,"AtomTypeEState('max', 'ssssB')",2D,max of ssssB
,MAXsCH3,"AtomTypeEState('max', 'sCH3')",2D,max of sCH3
,MAXdCH2,"AtomTypeEState('max', 'dCH2')",2D,max of dCH2
,MAXssCH2,"AtomTypeEState('max', 'ssCH2')",2D,max of ssCH2
,MAXtCH,"AtomTypeEState('max', 'tCH')",2D,max of tCH
,MAXdsCH,"AtomTypeEState('max', 'dsCH')",2D,max of dsCH
,MAXaaCH,"AtomTypeEState('max', 'aaCH')",2D,max of aaCH
,MAXsssCH,"AtomTypeEState('max', 'sssCH')",2D,max of sssCH
,MAXddC,"AtomTypeEState('max', 'ddC')",2D,max of ddC
,MAXtsC,"AtomTypeEState('max', 'tsC')",2D,max of tsC
,MAXdssC,"AtomTypeEState('max', 'dssC')",2D,max of dssC
,MAXaasC,"AtomTypeEState('max', 'aasC')",2D,max of aasC
,MAXaaaC,"AtomTypeEState('max', 'aaaC')",2D,max of aaaC
,MAXssssC,"AtomTypeEState('max', 'ssssC')",2D,max of ssssC
,MAXsNH3,"AtomTypeEState('max', 'sNH3')",2D,max of sNH3
,MAXsNH2,"AtomTypeEState('max', 'sNH2')",2D,max of sNH2
,MAXssNH2,"AtomTypeEState('max', 'ssNH2')",2D,max of ssNH2
,MAXdNH,"AtomTypeEState('max', 'dNH')",2D,max of dNH
,MAXssNH,"AtomTypeEState('max', 'ssNH')",2D,max of ssNH
,MAXaaNH,"AtomTypeEState('max', 'aaNH')",2D,max of aaNH
,MAXtN,"AtomTypeEState('max', 'tN')",2D,max of tN
,MAXsssNH,"AtomTypeEState('max', 'sssNH')",2D,max of sssNH
,MAXdsN,"AtomTypeEState('max', 'dsN')",2D,max of dsN
,MAXaaN,"AtomTypeEState('max', 'aaN')",2D,max of aaN
,MAXsssN,"AtomTypeEState('max', 'sssN')",2D,max of sssN
,MAXddsN,"AtomTypeEState('max', 'ddsN')",2D,max of ddsN
,MAXaasN,"AtomTypeEState('max', 'aasN')",2D,max of aasN
,MAXssssN,"AtomTypeEState('max', 'ssssN')",2D,max of ssssN
,MAXsOH,"AtomTypeEState('max', 'sOH')",2D,max of sOH
,MAXdO,"AtomTypeEState('max', 'dO')",2D,max of dO
,MAXssO,"AtomTypeEState('max', 'ssO')",2D,max of ssO
,MAXaaO,"AtomTypeEState('max', 'aaO')",2D,max of aaO
,MAXsF,"AtomTypeEState('max', 'sF')",2D,max of sF
,MAXsSiH3,"AtomTypeEState('max', 'sSiH3')",2D,max of sSiH3
,MAXssSiH2,"AtomTypeEState('max', 'ssSiH2')",2D,max of ssSiH2
,MAXsssSiH,"AtomTypeEState('max', 'sssSiH')",2D,max of sssSiH
,MAXssssSi,"AtomTypeEState('max', 'ssssSi')",2D,max of ssssSi
,MAXsPH2,"AtomTypeEState('max', 'sPH2')",2D,max of sPH2
,MAXssPH,"AtomTypeEState('max', 'ssPH')",2D,max of ssPH
,MAXsssP,"AtomTypeEState('max', 'sssP')",2D,max of sssP
,MAXdsssP,"AtomTypeEState('max', 'dsssP')",2D,max of dsssP
,MAXsssssP,"AtomTypeEState('max', 'sssssP')",2D,max of sssssP
,MAXsSH,"AtomTypeEState('max', 'sSH')",2D,max of sSH
,MAXdS,"AtomTypeEState('max', 'dS')",2D,max of dS
,MAXssS,"AtomTypeEState('max', 'ssS')",2D,max of ssS
,MAXaaS,"AtomTypeEState('max', 'aaS')",2D,max of aaS
,MAXdssS,"AtomTypeEState('max', 'dssS')",2D,max of dssS
,MAXddssS,"AtomTypeEState('max', 'ddssS')",2D,max of ddssS
,MAXsCl,"AtomTypeEState('max', 'sCl')",2D,max of sCl
,MAXsGeH3,"AtomTypeEState('max', 'sGeH3')",2D,max of sGeH3
,MAXssGeH2,"AtomTypeEState('max', 'ssGeH2')",2D,max of ssGeH2
,MAXsssGeH,"AtomTypeEState('max', 'sssGeH')",2D,max of sssGeH
,MAXssssGe,"AtomTypeEState('max', 'ssssGe')",2D,max of ssssGe
,MAXsAsH2,"AtomTypeEState('max', 'sAsH2')",2D,max of sAsH2
,MAXssAsH,"AtomTypeEState('max', 'ssAsH')",2D,max of ssAsH
,MAXsssAs,"AtomTypeEState('max', 'sssAs')",2D,max of sssAs
,MAXsssdAs,"AtomTypeEState('max', 'sssdAs')",2D,max of sssdAs
,MAXsssssAs,"AtomTypeEState('max', 'sssssAs')",2D,max of sssssAs
,MAXsSeH,"AtomTypeEState('max', 'sSeH')",2D,max of sSeH
,MAXdSe,"AtomTypeEState('max', 'dSe')",2D,max of dSe
,MAXssSe,"AtomTypeEState('max', 'ssSe')",2D,max of ssSe
,MAXaaSe,"AtomTypeEState('max', 'aaSe')",2D,max of aaSe
,MAXdssSe,"AtomTypeEState('max', 'dssSe')",2D,max of dssSe
,MAXddssSe,"AtomTypeEState('max', 'ddssSe')",2D,max of ddssSe
,MAXsBr,"AtomTypeEState('max', 'sBr')",2D,max of sBr
,MAXsSnH3,"AtomTypeEState('max', 'sSnH3')",2D,max of sSnH3
,MAXssSnH2,"AtomTypeEState('max', 'ssSnH2')",2D,max of ssSnH2
,MAXsssSnH,"AtomTypeEState('max', 'sssSnH')",2D,max of sssSnH
,MAXssssSn,"AtomTypeEState('max', 'ssssSn')",2D,max of ssssSn
,MAXsI,"AtomTypeEState('max', 'sI')",2D,max of sI
